"ObjectNumber","TextType","Description"
"1966.110.31                               ","Luce Center Label","<p>Anthony de Francisci’s artist’s strike, or sample, represents the obverse of the true medal and offers a stylized image taken from the book of Genesis, in the Old Testament. Behind the great hand that holds an infant, a bolt of lightning separates the heavens from the earth. The Latin phrase <em>fiat vita</em> means “let there be life,” de Francisci’s adaptation of the biblical phrase “Let there be light.” Research has not yet revealed the source of this commission or the purpose of the medal.</p>"
"1966.110.32                               ","Luce Center Label","<p>Anthony de Francisci’s artist’s strike, or sample, represents the reverse of the true medal and depicts the creation of the universe out of a vortex of forces. The sculptor adapted his image from the book of Genesis, in the Old Testament. Research has not yet revealed the source of this commission or the purpose of the medal.</p>"
"1966.110.33                               ","Luce Center Label","<p>This medal portrait has screws on the back and was stamped in base metals, suggesting that Anthony de Francisci created it as an artist’s strike, or sample, for a true medal. Research has not revealed any information on Margaret Ethel Wall.</p>"
"1966.110.34                               ","Luce Center Label","<p>Salvatore Lascari (1884-1967) was an easel painter and muralist based in <st1:State><st1:place>New York</st1:place></st1:State> who created genre scenes, portraits, and architectural renderings. Lascari’s painting <i>Thanksgiving</i>, which has been widely reproduced, is in the collection of the <st1:place><st1:PlaceName>Smithsonian</st1:PlaceName> <st1:PlaceName>American</st1:PlaceName> <st1:PlaceType>Art Museum</st1:PlaceType></st1:place>. Anthony de Francisci’s portrait of Lascari is a hollow relief in base metals with screws and a loop on the reverse, suggesting that it was produced as a sample for a client.</p>"
"1966.110.35                               ","Luce Center Label","<p>The Society of Naval Architects and Marine Engineers commissioned the David W. Taylor Medal in 1936 to honor successes in naval architecture and marine engineering. The first medal was presented to Taylor himself, a rear admiral in the U.S. Navy and noted authority on naval architecture and engineering. The reverse side of the medal, seen in this uniface sample, depicts a Viking ship approaching the New World and accompanied by shore birds.</p>"
"1966.110.36                               ","Luce Center Label","<p>The Society of Naval Architects and Marine Engineers commissioned the David W. Taylor Medal in 1936 to honor successes in naval architecture and marine engineering. The first medal was presented to Taylor himself, a rear admiral in the U.S. Navy and noted authority on naval architecture and engineering. The reverse of the true medal, seen in this uniface sample, depicts a modern destroyer cruising across stylized waves.</p>"
"1966.110.37                               ","Luce Center Label","<p>Alfred Pritchard Sloan was the chairman of the board of General Motors from 1937 to 1956. In 1934 he established the Alfred P. Sloan Foundation, a nonprofit organization that supports science and technology. This is a uniface artists strike or sample with screws in the back for mounting onto a display board for potential clients.</p>"
"1966.110.38                               ","Luce Center Label","<p>John Salterini (died 1952) was an Italian immigrant and partner in Salterini &amp; Gallo, a company that produced articles in wrought iron. Salterini formed his own company in 1934 after Salterini &amp; Gallo disbanded. Anthony de Francisci’s uniface artist’s strike, or sample, represents the obverse of the true medal.</p>"
"1966.110.39                               ","Luce Center Label","<p>The Society of Naval Architects and Marine Engineers commissioned the David W. Taylor Medal in 1936 to honor successes in naval architecture and marine engineering. The first medal was presented to Taylor himself, a rear admiral in the U.S. Navy and noted authority on naval architecture and engineering. The obverse, seen in this uniface sample, shows <st1:City><st1:place>Taylor</st1:place></st1:City> wearing his military insignia and features the anchor and hawsers that symbolize his naval background.</p>"
"1966.110.4                                ","Luce Center Label","<p>This patinated relief shows Donato A. Cafarelli, Anthony de Francisci’s father-in-law. The brass plaque is part of a family series that the sculptor produced between 1920 and 1925. Donato came to the <st1:country-region><st1:place>United States</st1:place></st1:country-region> with his son, Domenico, about two years before Teresa Cafarelli, de Francisci’s wife, immigrated.</p>"
"1966.110.40                               ","Luce Center Label","<p>In 1946, Congress commissioned a medal to honor General George Catlett Marshall (1880-1959) for his leadership during World War II. As Army chief of staff under Franklin Roosevelt, Marshall was instrumental in readying U.S. soldiers for combat and helping the president devise military strategy, including Operation Overlord, the invasion of Normandy. Recognizing his contributions, British prime minister Winston Churchill praised Marshall as “the true organizer of victory.” Marshall is perhaps best remembered for the postwar reconstruction program that provided billions in U.S. aid to help Western Europe rebuild its war-shattered economies. Later known as the Marshall Plan, it earned him the Nobel Peace Prize in 1953. This uniface artist’s sample represents the reverse of the true medal and shows five stars representing Marshall’s military rank.</p>"
"1966.110.41                               ","Luce Center Label","<p>In 1946, Congress commissioned a medal to honor General George Catlett Marshall (1880-1959) for his leadership during World War II. As Army chief of staff under Franklin Roosevelt, Marshall was instrumental in readying U.S. soldiers for combat and helping the president devise military strategy, including Operation Overlord, the invasion of Normandy. Recognizing his contributions, British prime minister Winston Churchill praised Marshall as “the true organizer of victory.” Marshall is perhaps best remembered for the postwar reconstruction program that provided billions in U.S. aid to help Western Europe rebuild its war-shattered economies. Later known as the Marshall Plan, it earned him the Nobel Peace Prize in 1953. This uniface artist’s sample represents the obverse of the true medal and shows five stars representing Marshall’s military rank.</p>"
"1966.110.42                               ","Luce Center Label","<p>Anthony de Francisci’s uniface artist’s strike, or sample, shows the obverse of the true medal. The portraits represent Henry Ford, his son Edsel Ford, and grandson Henry Ford II, who by 1955 had led the firm for ten years. An inscription indicates that the sculptor copied the portraits from a work by Norman Rockwell. Almost thirty years earlier, de Francisci had sculpted Henry Ford’s profile for a commemorative medal (see 1966.110.13).</p>"
"1966.110.43                               ","Luce Center Label","<p>Congress commissioned this medal by Anthony de Francisci to honor General John J. “Black Jack” Pershing (1860-1948). Pershing served as commander of the American Expeditionary Force during World War I. Legislators took so long to pass the bill authorizing the commemoration that Pershing passed away before the medal could be struck.</p>"
"1966.110.44                               ","Luce Center Label","<p>Congress commissioned this medal by Anthony de Francisci to honor General John J. “Black Jack” Pershing (1860-1948). Pershing served as commander of the American Expeditionary Force during World War I. Legislators took so long to pass the bill authorizing the commemoration that Pershing passed away before the medal could be struck. The reverse of the medal shows a flaming sword of victory surrounded by the inscription: “Awarded by act of Congress <st1:date year="1946" day="7" month="8">August 7, 1946</st1:date>. In recognition of his devotion to his country.”</p>"
"1966.110.45                               ","Luce Center Label","<p>The United Parcel Service was founded in 1907. The obverse of this medal shows the company’s founder, James E. Casey, and UPS executives George W. Casey, Evert McCabe, and Charles W. Soderstrom. UPS still employs the trademark shield symbol seen on this medal.</p>"
"1966.110.47                               ","Luce Center Label","<p>Anthony de Francisci's artist's sample is shaped like the state of Indiana in honor of Henry F. Schricker. Elected governor from 1941-45 and 1949-53, Schricker is the only Indiana governor to have served two nonconsecutive terms. In 1944, Franklin D. Roosevelt invited Schricker to run for the office of vice president, but he declined. At the upper right of the sample, nineteen stars surround a torch, symbolizing Indiana's incorporation in 1816 as the nineteenth state in the union. The state seal appears at the lower left and depicts a running buffalo, sycamore trees, and a woodsman with an ax. The rustic imagery coincides nicely with Schricker's interest in the Boy Scouts. In 1912, he formed the first Boy Scout troop in Starke County, Indiana.</p>"
"1966.110.48                               ","Luce Center Label","<p>In 1948, Anthony de Francisci created a self-portrait medal that was intended to be mounted on a portable display of medals the artist could bring to prospective clients. This is the only self-portrait known of the sculptor, and the Latin inscription, which reads “The Work of Anthony de Francisci,” associated his medals with a classical tradition of sculpture reaching back beyond the Renaissance to antiquity.</p>"
"1966.110.49                               ","Luce Center Label","<p>James E. Casey founded the United States Parcel Service in 1907. This uniface artist’s strike, or sample, represents the reverse of the true medal and shows the Model T Ford delivery truck, which contributed to the growth of UPS. Casey’s tribute below states that “Determined men make conditions. They do not become victims of them.”</p>"
"1966.110.5                                ","Luce Center Label","<p>This relief shows Domenico Cafarelli, Anthony de Francisci’s brother-in-law. The bronze plaque is part of a family series that the sculptor produced between 1920 and 1925. Domenico came to the <st1:country-region><st1:place>United States</st1:place></st1:country-region> with his father, Donato, about two years before Teresa, de Francisci’s wife, immigrated.</p>"
"1966.110.50                               ","Luce Center Label","<p>Bernard M. Baruch was a financier and statesman, and an advisor to American presidents, including Woodrow Wilson and Franklin Roosevelt. The Bernard M. Baruch Distinguished Service Award commemorates Baruch’s contributions to the War Industries Board, a collaboration of industry and government that first supplied the <st1:country-region><st1:place>United States</st1:place></st1:country-region> military with weapons and matériel during World War I.</p>"
"1966.110.51                               ","Luce Center Label","<p>Research has not revealed the purpose of the medal for which Anthony de Francisci created this artist’s strike, or sample, but the stylized figures suggest that the image was designed in the 1930s. De Francisci borrowed the classical composition of a pietà, a scene of Mary mourning the crucified Christ.</p>"
"1966.110.52                               ","Luce Center Label","<p>Research suggests that the date ascribed to this medal is incorrect, and that the medal relates to the popular CBS television series <i>Let's Take A Trip</i>, which ran from 1955 to 1958. Anthony de Francisci had already collaborated with CBS on a program about medal making in 1954. <i>Let's Take A Trip</i> featured a changing cast of children who traveled with an adult moderator to scout jamborees, toy fairs, and meetings with President Eisenhower.</p>"
"1966.110.53                               ","Luce Center Label","<p>Catherine “Kate” Fox (1836-1892) was one of the founders of spiritualism, a movement that swept America and Europe in the nineteenth century. When Kate was young, she and her sister Margaret claimed to have heard rapping noises in their Arcadia, <st1:place><st1:State>New York, home</st1:State></st1:place>. By the 1850s, spiritualist adherents on both sides of the <st1:place>Atlantic</st1:place>, including the famous newspaper editor Horace Greeley, were touting their communications with the deceased. Anthony de Francisci’s medal portrays Kate’s worn features as they may have appeared when the spiritualist fad was dying away. The movement lost credibility in the late 1880s when Kate’s alcoholism overtook her and Margaret confessed that their childhood experience had been a hoax played on their gullible mother.</p>"
"1966.110.54                               ","Luce Center Label","<p>The Veterans of Foreign Wars of the <st1:country-region><st1:place>United States</st1:place></st1:country-region> was established after the Spanish-American War in 1899 to “honor the dead by helping the living.” Anthony de Francisci’s uniface artist’s sample shows the VFW symbol framed on the left by the <i>fasces---</i>the bundled sheaf of wheat symbolizing strength through unity---and on the right by the olive branch of peace. Thirteen stars refer to the original thirteen colonies symbolized in the first American flag.</p>"
"1966.110.55                               ","Luce Center Label","<p>Anthony de Francisci created this uniface artist’s strike to commemorate the one hundredth anniversary of the Diocese of Galveston-Houston, which was founded in 1847 and encompasses ten counties in southeastern <st1:State><st1:place>Texas</st1:place></st1:State>. The design for the obverse shows the fourth bishop of Galveston, Christopher Byrne, with St. Mary’s Cathedral in the background.</p>"
"1966.110.56                               ","Luce Center Label","<p>Samuel W. Hamilton (1878-1951) served as president of the American Psychopathological Association in 1938. In 1952 an award for distinguished contribution to psychopathology, the study of mental disorders, was established and given annually thereafter until 1992. Anthony de Francisci’s uniface artist’s strike, or sample, represents the obverse of the true medal. A different version (see 1966.110.58) shows the caduceus, ancient symbol of the medical profession, with two serpents intertwined around a staff. Recipients of the award were honored with a gold-plated bronze version of the final design.</p>"
"1966.110.57                               ","Luce Center Label","<p>Research has not revealed information on D. W. McMillen or on the commission for this work executed by Anthony de Francisci. However, the unusual chevron shape of this artist’s sample suggests that McMillen was associated with the military.</p>"
"1966.110.58                               ","Luce Center Label","<p>Samuel W. Hamilton (1878-1951) served as president of the American Psychopathological Association in 1938. In 1952 an award for distinguished contribution to psychopathology, the study of mental disorders, was established and given annually thereafter until 1992. Anthony de Francisci’s artist’s strike, or sample, represents the obverse of the true medal. To the right of <st1:City><st1:place>Hamilton</st1:place></st1:City>’s profile is the caduceus, ancient symbol of the medical profession, with two serpents intertwined around a staff; a different version of the obverse (see 1966.110.56) shows only <st1:City><st1:place>Hamilton</st1:place></st1:City>’s portrait. Recipients of the award were honored with a gold-plated bronze version of the final design.</p>"
"1966.110.59                               ","Luce Center Label","<p>This medal marks the fiftieth anniversary of <st1:country-region><st1:place>Cuba</st1:place></st1:country-region>’s declaration of independence from the <st1:country-region><st1:place>United States</st1:place></st1:country-region> on <st1:date month="5" day="20" year="1902">May 20, 1902</st1:date>. The prominent Cuban flag waves over the Castillo el Morro in <st1:place><st1:PlaceName>Havana</st1:PlaceName> <st1:PlaceType>Bay</st1:PlaceType></st1:place> as a testament to this freedom, which in fact was conditional. The Platt Amendment, adopted on <st1:date month="5" day="22" year="1903">May 22, 1903</st1:date>, allowed the <st1:country-region><st1:place>United States</st1:place></st1:country-region> to maintain naval bases in <st1:country-region><st1:place>Cuba</st1:place></st1:country-region> and prohibited the island nation from entering into any treaty that might threaten its independence. The amendment was repealed in 1934.</p>"
"1966.110.6                                ","Luce Center Label","<p>Anthony de Francisci created several medals and reliefs honoring artists, and this piece shows the Italian sculptor Arthur Emanuel Lorenzani. Little is known about Lorenzani except that he was a fellow of the National Sculpture Society.</p>"
"1966.110.60                               ","Luce Center Label","<p>Samuel W. Hamilton (1878-1951) served as president of the American Psychopathological Association in 1938. In 1952 an award for distinguished contribution to psychopathology, the study of mental disorders, was established and given annually thereafter until 1992. Anthony de Francisci’s artist’s strike, or sample, represents the reverse of the true medal and features an ornamental scroll, which would be inscribed with the recipient’s name.</p>"
"1966.110.7                                ","Luce Center Label","<p>Research has not yet revealed the nature of the <i>James H. McGraw Award for Advancement of the Electrical Industry.</i> Anthony de Francisci's uniface artist's strike, or sample, represents the obverse of the true medal and shows a profile of James H. McGraw Sr., a founder of McGraw-Hill Publishing Company.</p>"
"1966.110.9                                ","Luce Center Label","<p>James H. McGraw Sr. was a founder of the McGraw-Hill Publishing Company. Research has not yet revealed the nature of this award. Anthony de Francisci’s uniface artist’s strike, or sample, represents the reverse of the true medal and shows the name of the recipient in 1925. The obverse of the medal shows a profile of McGraw (see 1966.110.7).</p>"
"1966.18                                   ","Luce Center Label","<p>William McVey made this sculpture of Winston Churchill as a model for a larger bronze statue that was placed in front of the British Embassy in 1966. Churchill leans on a cane, his right hand signaling a V for victory, his left holding a cigar. The striding figure was intended to straddle the line between the British territory of the embassy and the American soil of Washington, symbolizing Churchill’s dual citizenship and the ties between Great Britain and the United States.</p>"
"1966.18                                   ","Luce Object Quote","<p>“The shape of Churchill is interesting to a sculptor. You couldn’t design a more expressive physical structure---the rock of a body, delicate, sensitive, hands, small feet.” William McVey in Edward T. Folliard, <i>The Washington Post</i>, November 30, 1963</p>"
"1966.27.10                                ","Luce Center Label","<p>Ephrata is a settlement in Lancaster County, Pennsylvania, that began as a monastic colony in the 1700s. Known then as the Ephrata Cloisters, the community was founded by Johann Conrad Beissel, a German preacher and writer of hymns. <i>The Ephrata Group</i> shows two women and two men, with bare feet and heavy clothing. The figures’ gestures and solemn expressions suggest a moment of worship or prayer.</p>"
"1966.27.11                                ","Luce Center Label","<p>Carl Walters invented the trademark blue glaze seen on <i>Walrus</i> while working in his Greenwich Village apartment. He was inspired by a blue faience necklace he had seen at an exhibit of ancient Egyptian artifacts at the Metropolitan Museum of Art and wanted to re-create the color. Despite having no prior knowledge of ceramic making, he worked for eleven months with only a crucible and a Bunsen burner until he finally produced the color he desired, which he named "Walters Blue." He also built his own kiln to fire the pieces glazed with this new color. Throughout his career, Walters created a menagerie of sculpted ceramic animals, giving each one its own personality and charm. The goofy expression of the <i>Walrus</i> seems well suited to a creature with such a comical physical appearance.</p>"
"1966.27.13                                ","Luce Center Label","<p>William Zorach’s daughter Dahlov posed for many of his drawings and sculptures. He loved his children dearly and based much of his art on his relationships with them. Their “secret lives” and creative spirits particularly fascinated Zorach, so that when Dahlov began painting at an early age, he saved everything she ever made. When she was eighteen, the Museum of Modern Art in New York City produced a show of her work titled Exhibition of Creative Growth.</p>"
"1966.27.13                                ","Luce Object Quote","<p>“To hire a model and sit down to work has no meaning to me. My children, my wife, the animals I know, the people who enter my life . . . these are my material.” Artist’s statement, <i>William Zorach</i>, American Artists Group Monograph No. 15, 1945</p>"
"1966.27.3                                 ","Luce Object Quote","<p>"Nature . . . transforms raw clay into vitreous stone; powdered glaze into lava and crystal; pasty colors into ringing hues; earthy clamminess into cool and sonorous vitreous ceramic." Waylande Gregory, <i>American Artist,</i> September 1944</p>"
"1966.27.3                                 ","Luce Center Label","<p>Waylande Gregory created many sculptures of figures and heads throughout his career, including portraits of Albert Einstein, Cardinal Jozsef Mindszenty, and Henry Fonda. <i>Head of a Woman</i> was modeled in 1933, possibly just after the artist moved to New Jersey, and depicts an unidentified sitter. The use of unglazed terra-cotta, a waterproof earthenware used in bricks, suggests that Gregory may have been experimenting with outdoor sculpture.</p>"
"1966.27.6                                 ","Luce Center Label","<p>Carl L. Schmitz probably modeled the small sculpture <i>Sorrow </i>in the late 1930s. During the Depression, many sculptors found it difficult to get work and so turned to cheaper materials, like terra-cotta, which they could fire in their own small kilns. The outbreak of World War II brought pressure to bear upon Schmitz, a German-born American citizen, and <i>Sorrow </i>may have been his response to the emotional effects of war.</p>"
"1966.27.9                                 ","Luce Center Label","<p>William W. Swallow created many sculptures of Amish people and their traditions, using unglazed terra-cotta and minimal forms to reflect the simple nature of Amish life. In this piece Swallow created a sense of closeness within the family by molding the figures from a single block. He considered all angles of the sculpture, and decorated the back of the piece with a tree and birds to suggest a rural lifestyle.</p>"
"1966.31.8                                 ","Luce Center Label","<p>This quaint Irish cottage was probably inspired by romantic illustrations of Ireland that appeared in American travel brochures and books. The lady playing a harp, however, is based on the symbol of the Society of United Irishmen, an organization formed in 1791 to rebel against British control. Their badge combined a harp (Ireland's national icon), with the motto: "It is new strung and shall be heard."</p>"
"1966.33.1                                 ","Luce Center Label","<p>Marsden Hartley’s mother died when he was young, and he found comfort and companionship in the countryside around his home. This affinity for nature remained with him his entire life, and he traveled to many countries to paint the landscape. (Kornhauser, <i>Marsden Hartley</i>, 2002) He spent the summer of 1910 in North Lovell, Maine, creating brightly colored images of the mountains and forests. In <i>Red Tree</i>, Hartley placed the viewer at the top of a hill, looking down through the dense trees to a small clearing. The bulbous shapes, curved trunks, and vivid colors create an intense scene that reflects the artist’s restless energy.</p><p></p>"
"1966.33.1                                 ","Luce Object Quote","<p>“The inherent magic in the appearance of the world about me, engrossed and amazed me. No cloud or blossom or bird or human ever escaped me.” Hartley, <i>Adventures in the Arts</i>, 1921, reprinted in Kornhauser, <i>Marsden Hartley</i>, 2002</p>"
"1966.34.2                                 ","Luce Center Label","<p>Allen Tucker was one of the “big city” artists who came to New Mexico in the 1920s, forsaking the hustle and clamor of the city for the vast spaces of the high desert. Artists from New York and Chicago often focused on the unusual colors and shapes they found in the southwestern landscape or on the startling and theatrical effects of the weather. Here, Tucker captured the sudden violence and stark contrasts of light and dark that a New Mexico storm can bring.</p>"
"1966.4.2                                  ","Luce Center Label","<p></p><p>In the 1780s, women began wearing large mobcaps, which were made out of gauze or net. In this miniature the woman’s ruffled cap covers her entire head and has a large mauve bow in the front and a smaller one in the back. The artist portrayed the woman in profile to highlight the diamond earring that twinkles against her shawl. Her slight smile suggests she expected to be admired for her jewelry, which symbolized her wealth and status.</p>"
"1966.4.2                                  ","Luce Object Quote","<p>“Good wax portraits are hard to find. Bad ones, fresh from the maker’s hand, are as plentiful as cigarette advertisements.” Anonymous quote in <i>Antiques</i>, May 1923</p>"
"1966.4.3                                  ","Luce Center Label","<p>In this wax miniature the artist modeled the gentleman’s “pigtail queue” hairstyle, ruffled cravat, and stiff frock coat. The profile view and vivid blue background call attention to the sitter’s dignified posture. The elaborately detailed frame, which the sitter would have chosen beforehand, also emphasizes his elegance and taste.</p>"
"1966.45                                   ","Luce Center Label","<p>The first known weather vane sat on top of the Tower of the Winds in Athens during the first century BC. The rooster weather vane, or weathercock, appeared a thousand years later when a papal edict announced that every church must carry the symbol of a rooster. This was to remind the faithful of Peter's betrayal of Jesus, who said that the cock would not crow until Peter had denied him three times. In the nineteenth century, people made weather vanes showing everyday activities. Horses represented transportation, sport, and social status, and many craftsmen made weather vanes of record-winning racehorses. (Charles Klamkin, <i>Weather Vanes</i>, 1973)</p>"
"1966.45                                   ","Luce Object Quote",""Wind from the east---bad for man and beast;
Wind from the south is too hot for them both;
Wind from the north is of very little worth;
Wind from the west is the softest and the best."
The Old Farmer's Almanac, 1851, quoted in Charles Klamkin, <i>Weather Vanes</i>, 1973"
"1966.47.1                                 ","Luce Center Label","<p>This sculpture was probably inspired by the biblical story of Susanna. Two elders tried to seduce the young girl while she bathed, but she rejected their advances. In their anger, the men falsely accused her of adultery and sentenced her to death. In this piece the girl dries herself with a towel and appears unaware of the two lechers. Paul Manship usually sculpted in bronze, but may have made this piece in white marble to accentuate Susanna’s innocence and purity.</p>"
"1966.47.10                                ","Luce Center Label","<p>Paul Manship modeled many small sculptures of Adam and Eve, making slight changes in the pose and expression of each figure. These studies both show Adam, apparently deep in thought, in the moment before he bites into the apple.</p>"
"1966.47.111                               ","Luce Center Label","<p>From 1950 to 1953, Paul Manship was president of the Century Association, which was organized in 1847 as an exclusively male club for amateurs and professionals in the arts and letters. This award was established in 1954 by the association’s Board of Management. Manship and other medallic artists favored classical figures such as this image of Athena, who holds a laurel wreath of victory and gestures toward the lamp of wisdom.</p>"
"1966.47.112                               ","Luce Center Label","<p>From 1950 to 1953, Paul Manship was president of the Century Association, which was organized in 1847 as an exclusively male club for amateurs and professionals in the arts and letters. This award was established in 1954 by the association’s Board of Management. The name of the recipient was to be engraved on the banner modeled on the reverse.</p>"
"1966.47.115                               ","Luce Center Label","<p>American industrialist Andrew Carnegie (1835-1919) grew immensely wealthy from his Pennsylvania steel factories, which he established in the 1870s. He once wrote that “a man who dies rich dies disgraced” and used his fortune to fund a number of projects for the public good, including the famous Carnegie libraries that were built in cities across the United States. Research has not revealed the purpose of Paul Manship’s medal, but the classical figure and mythical winged horse seen on the obverse were popular motifs in American art of the 1930s and symbolized hope and heroic effort in the face of difficulties.</p>"
"1966.47.116                               ","Luce Center Label","<p>Judge John Barton Payne (1855-1935) served in Woodrow Wilson’s government during World War I, was secretary of the Interior from 1920 to 1921, and served from 1921 to 1935 as president of the American Red Cross. His gifts of paintings and funds to the Commonwealth of Virginia led to the establishment of the Virginia Museum of Fine Arts in 1932. The Payne medal, designed by Paul Manship, accompanies a purchase award that has been given to such notable American artists as Stuart Davis.</p>"
"1966.47.117                               ","Luce Center Label","<p>Judge John Barton Payne (1855-1935) served in Woodrow Wilson’s government during World War I, was secretary of the Interior from 1920 to 1921, and served from 1921 to 1935 as president of the American Red Cross. His gifts of paintings and funds to the Commonwealth of Virginia led to the establishment of the Virginia Museum of Fine Arts in 1932. The Payne medal, designed by Paul Manship, accompanies a purchase award that has been given to such notable American artists as Stuart Davis. On the reverse, the Roman god Virtus stands over a fallen despot. The Latin motto, which reads “Thus Ever To Tyrants,” appears on Virginia’s great seal.</p>"
"1966.47.118                               ","Luce Center Label","<p>Paul Manship created several medals of artists such as this one showing painter John C. Johansen (1876-1964), who was born in Denmark and studied at the Art Institute of Chicago. Johansen established his reputation as a painter of tonalist and impressionist landscapes.</p>"
"1966.47.119                               ","Luce Center Label","<p>Paul Manship created several medals of artists such as this one showing painter John C. Johansen (1876-1964), who was born in Denmark and studied at the Art Institute of Chicago. Johansen established his reputation as a painter of tonalist and impressionist landscapes. On the reverse, Manship dedicated the medal to Johansen in friendship, as he had done for many painters and sculptors throughout his career.</p>"
"1966.47.12                                ","Luce Center Label","<p>Paul Manship created several versions of the <i>Cycle of Life </i>sundial. In the finished sculpture, a man, woman and child are surrounded by an armillary sphere, which shows the relationship of the stars to the earth. This model depicts the baby from the center of the sphere, supported by his mother’s and father’s hands. Manship believed that “Man, Woman, and Child make up the Cycle of Life.”</p>"
"1966.47.120                               ","Luce Center Label","<p>Drawn by the prospect of a ten-thousand-dollar prize, the printer John Wesley Hyatt (1837-1920) invented celluloid in 1869 as an alternative to the ivory used to produce billiard balls. Hyatt established the Celluloid Manufacturing Company in 1871, and the new material proved useful for millions of objects produced over the next seventy years. The Hyatt Award is given annually by the Society of Plastics Engineers. This die trial of the obverse of Paul Manship’s medal depicts Hyatt in profile.</p>"
"1966.47.121                               ","Luce Center Label","<p>John Wesley Hyatt (1837-1920) invented celluloid in 1869 as an alternative to the ivory used to produce billiard balls. Hyatt established the Celluloid Manufacturing Company in 1871, and the new material proved useful for millions of objects produced over the next seventy years. The Hyatt Award is given annually by the Society of Plastics Engineers. On this die trial of the reverse of Paul Manship’s medal, a chemical beaker, interlocking gears, and drafting tools symbolize innovation in science and industry.</p>"
"1966.47.122                               ","Luce Center Label","<p>Paul Manship’s medal honors Elbert Gary (1846-1927), who founded the United States Steel Corporation in 1901, and after whom the city of Gary, Indiana, is named. Elbert Gary’s profile appears on the obverse, while on the reverse the classical figure of Vulcan at his forge symbolizes the steel industry.</p>"
"1966.47.123                               ","Luce Center Label","<p>The National Sculpture Society was organized in 1893 and its members have included noted sculptors Augustus Saint-Gaudens and Daniel Chester French. The society counts nearly four thousand members today drawn from the ranks of American sculptors, architects, historians and conservators. Paul Manship, who created this design, served as president of the NSS from 1939 to 1942, when he was awarded the medal of honor for his service. On the obverse, a winged muse offers a laurel wreath to a sculptor, who holds a ball of clay in one hand and a sculpting loop in the other.</p>"
"1966.47.124                               ","Luce Center Label","<p>Paul Manship created uncharacteristically grim images for the obverse and reverse of this medal, which memorializes Germany’s conquest of Belgium. “Kultur” was an idealization of German civilization, developed by the German state to justify acts of aggression under the imperial regime. On the obverse, Manship depicted a thick-necked kaiser wearing a “rosary” of skulls representing the nations he had defeated. On the reverse, a Teutonic soldier abducts a woman whose baby lies dead on the ground. This medal sold for ten dollars to help relief efforts during the First World War.</p>"
"1966.47.126                               ","Luce Center Label","<p>James Hazen Hyde (1876-1959) helped to found the Federation of Alliances Françaises in the United States in 1902. The different chapters of this organization collaborated with the Alliance Française (established in Paris in 1883) to promote French language, literature, and culture in American communities. The irregular edges mark this as a “splasher,” in which the molten metal was stamped with the die to gauge the sharpness of Paul Manship’s design.</p>"
"1966.47.127                               ","Luce Center Label","<p>James Hazen Hyde (1876-1959) helped to found the Federation of Alliances Françaises in the United States in 1902. The different chapters of this organization collaborated with the Alliance Française (established in Paris in 1883) to promote French language, literature, and culture in American communities. In Paul Manship’s design for the reverse of the medal, the heads of women representing Africa, Asia, and North America symbolize France’s colonial territories from the eighteenth century to the period just after World War II. The irregular edges of this piece mark it as a “splasher,” in which the molten metal was stamped with the die to gauge the sharpness of Manship’s design.</p>"
"1966.47.128                               ","Luce Center Label","<p>American artist Barry Faulkner (1881-1966) is known for his murals in the National Archives building in Washington, D.C., and in capitol buildings across the United States. Paul Manship knew Faulkner when they were both students at the American Academy in Rome from 1909 to 1912. The inscription on the reverse, “To the Ultimate Do We Pursue the Ideal,” reflects the classical training that Manship and Faulkner shared.</p>"
"1966.47.129                               ","Luce Center Label","<p>Paul Manship’s portrait medal shows Henry de Forest Baldwin (1862-1947), a descendant of Roger Sherman, who signed the Declaration of Independence. Baldwin started his law practice in 1888 in New York and became a powerful behind-the-scenes figure active in reforming the city’s corrupt politics. He was eulogized in 1947 as a rock-ribbed “Connecticut Yankee” and “a noble Roman” whose quiet integrity accounted for his wide-ranging influence. When Manship created this medal in 1939, he was associated with Baldwin through the American Academy in Rome and the Century Club in Manhattan, where both men served as president.</p>"
"1966.47.13                                ","Luce Center Label","<p>Paul Manship modeled many sculptures of Hercules, the son of Zeus and the mortal Alcmena. Zeus’s wife, Queen Hera, was jealous of Hercules and tormented him so much that he murdered his own family in a fit of insanity. As punishment, he was sentenced to serve twelve labors for his cousin and enemy, Eurystheus. These included strangling the Nemean lion, whose skin was impenetrable, destroying the many-headed Hydra, and stealing the belt from the Amazon queen Hippolyte. His final labor was to capture Cerberus, a three-headed dog from the kingdom of the dead. Hercules had many more adventures after these tasks were completed, including stealing the Delphic tripod from his half-brother Apollo, and killing the giant Antaeus. Antaeus gained strength every time he touched his mother, the earth, so Hercules defeated him by lifting him high above his head.</p>"
"1966.47.130                               ","Luce Center Label","<p>Charles Lang Freer (1854-1919) manufactured railroad cars in Detroit until he retired in 1900. He established the Smithsonian’s Freer Gallery of Art in Washington, D.C., to house his collection of Asian art, as well as paintings and decorative arts created by James McNeill Whistler. The obverse of Paul Manship’s medal depicts Freer and the neoclassical building on the National Mall designed by Charles Adams Platt (see 1965.16.98 and 1965.16.99) to house Freer’s collection.</p>"
