"ObjectNumber","TextType","Description"
"1917.11.1                                 ","Luce Center Label","<P>The American sculptor Vinnie Ream (1847-1914) and George Healy met in Rome in the early 1870s when Ream visited Italy to oversee the carving of her full-length statue of Abraham Lincoln for the U.S. Capitol Building. Ream was the first woman, and the youngest artist, ever to receive a congressional commission for the Capitol Rotunda, in part because Lincoln had recently sat for a portrait bust by her when she was only sixteen years old.</P>
<P>This painting shows Ream dressed in a way popular with tourists to Italy at the time, as an 'Alban maid' from the hills outside Rome, and with a guitar, indicating another of her artistic talents. Like many professional sculptors of the day, Ream spent time in Rome studying classical art and taking advantage of the excellent marble quarries and skilled artisans available in Italy. The American Art Museum also holds Ream's statue of Sappho from the same period, a replica of which stands atop the grave in Arlington Cemetery dedicated to her and her husband, Brigadier General Richard L. Hoxie. In 1875, Ream received a second congressional commission, to create the monument to Civil War admiral David G. Farragut, of "Damn the torpedoes! Full speed ahead!" fame, for Farragut Square in Washington, D.C. She is now represented in the U.S. Capitol by two further statues: Samuel Jordan Kirkwood, abolitionist governor and senator from Iowa, and Sequoya, the Native American who devised the written alphabet of the Cherokee language.</P>"
"1917.11.1                                 ","Luce Object Quote",""I have worked in my studio not envying kings in their splendor; my mind to me was my kingdom and my work more than diamonds and rubies." Vinnie Ream, from an address given to the International Council of Women, 1909, quoted in Hall, <i>Vinnie Ream: The Story of the Girl Who Sculptured Lincoln</i>, 1963"
"1917.2.3                                  ","Gallery Label","Six months before he died, West looked unflinchingly into the mirror to paint his self-portrait. He holds a drawing pencil and wears a painter's robe and beaver hat, which identify him as a founder and president of the Royal Academy of Art. The light is strongest on his face and hands, but the rest of the picture falls into shadow, as if he foresaw his own end. West was official painter to the King of England and the first American artist to gain an international reputation. His example led generations of American artists to measure their art and professional identities by European standards.<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1917.3.1                                  ","Luce Center Label","<p><i>The Fire Dance</i> is one of many works that grew out of Louis Potter’s experiences with the native cultures in Alaska. It is possible that the artist saw a fire dance ceremony, popular with many Native American nations at the time. The graceful lines of the arms and the legs and the exaggerated, forward motion of the dancer capture the intensity of this ritual, which the participants regarded as a joyful battle with nature’s elements.</p>"
"1918.3.5                                  ","Luce Center Label","<p>Harriet Hosmer created <i>Puck</i> out of financial necessity when her father could no longer support her in Rome. Literary themes were popular in the nineteenth century, and Hosmer chose the mischievous but adorable fairy from Shakespeare’s<i> A Midsummer Night’s Dream</i>. <i>Puck</i>---or “my son,” as Hosmer called him---was an instant success with the aristocracy, including Albert Edward, the Prince of Wales and the crown princess of Germany, who, upon seeing the work, remarked, “Oh, Miss Hosmer, you have such talent for toes!”</p>"
"1918.3.5                                  ","Luce Object Quote","<p>“I have another order for Puck; he has already brought me his weight in silver.” Harriet Hosmer, in Cornelia Crow Carr, ed., <i>Harriet Hosmer: Letters and Memories</i>, 1913</p>"
"1918.5.26                                 ","Luce Center Label","<p>William Couper based <i>Tennyson’s Princess</i> on the main character in Alfred, Lord Tennyson’s poem of 1847. The story tells of Princess Ida, who at first shuns marriage to establish a university for women, but later falls in love and marries a prince. Ida’s pursuit of an education instead of marriage was not widely accepted in the nineteenth century, and, two years after Couper modeled this piece, Gilbert and Sullivan wrote a musical satire based on Tennyson’s poem. Couper carved tobacco leaves around the bottom part of the sculpture, perhaps in honor of his home state of Virginia.</p>"
"1920.4.1                                  ","Luce Center Label","<p>William Henry Rinehart's marble sculture of two sleeping children beautifully captures a peaceful moment in time. An anonymous visitor to the artist's studio at the time reported that Rinehart sculpted the children from life as they napped, allowing him to render their ringlets and chubby hands in exquisite detail. Nineteenth-century artists used sleeping figures to evoke death, and images like this often served as grave markers. An early replica of <i>Sleeping Children</i> can be found in Green Mount Cemetery in Baltimore, on the family plot of the artist's patron and friend, Hugh Sisson.</p>"
"1921.1.1                                  ","Luce Center Label","<p>Moses Wainer Dykaar modeled this portrait of General George Owen Squier, the chief signal officer of the United States Army, from life. The portrait was reportedly so realistic that when the general’s picture was taken next to it, his friends said that the sculpture was “more like him than he appeared in the photograph.”</p>"
"1921.1.2                                  ","Luce Center Label","<p>This bust of General Joseph Wheeler was presented to the Smithsonian Institution in 1921 by a committee that included Joseph H. Choate, Henry Clews, and Theodore Roosevelt. Joseph Wheeler was a Confederate general in the Civil War. He graduated from West Point in 1859, but resigned from the United States Army two years later to fight for the Confederacy. During the war, he was noted for his tireless energy and perseverance despite being wounded three times and having sixteen horses shot from beneath him.</p>"
"1921.1.3                                  ","Luce Center Label","William Henry Howe made a name for himself in France and the United States as a painter of animals. His farm scenes provided patrons with an antidote to the unnerving changes in American society brought about by industrialization. The prize bull and placid cow in these paintings evoke the patriarchal and matriarchal roles of a nineteenth-century household, and hark back to an ideal of agrarian America that seemed distant from the urban bustle of the Gilded Age."
"1922.3.1                                  ","Luce Center Label","<p>Hudson Maxim invented many weapons that influenced modern warfare, including the first smokeless powder made in America and "maximite," the first high explosive able to pierce armor. As a child, he received little schooling and once worked for seventy-five cents to buy his first atlas so that he could "see where Napoleon lived." In 1888 he began experimenting with explosives and a year later built a dynamite factory and smokeless-powder mill in Maxim, New Jersey, a town named for him. Although he developed many forms of "concentrated destruction," Maxim was a firm believer in peaceful arbitration and wrote many books and lectures on the subject.</p>"
"1923.6.5                                  ","Luce Center Label","<p>The United States War Portraits Commission hired Cecilia Beaux to paint this portrait of Georges Clemenceau, the premier of France who signed the World War I peace treaty at Versailles in 1919. Clemenceau hated having his portrait made, so Beaux prepared her composition from photographs and sketches while she waited for his return from a trip to the Middle East. She wrote: "Now I am after the most illusive and 'orneriest' of them all, and dear knows when I shall catch him . . ." Beaux finally went to his house for one sitting and from an oil sketch created this portrait of the statesman, standing in his study behind a desk with books and papers.</p>"
"1923.6.5                                  ","Luce Object Quote",""I have made a sketch for the Clemenceau portrait and have it fully in mind." Cecilia Beaux letter, in Tappert, <i>Cecilia Beaux and the Art of Portraiture</i>, 1995"
"1923.8.1                                  ","Luce Center Label","<p>Many of Sarah Dodson’s paintings were inspired by religious or mythological subjects. This image shows Saint Thechla (or Thecla), who converted to Christianity and renounced marriage after hearing a sermon by the Apostle Paul. Her family and fiancé condemned her disobedience, and Thecla was cast to her fate among lions and poisonous snakes. Nothing could harm the girl, however, and she was eventually set free. This idea of a young, confident girl following her own path regardless of other people’s expectations evokes Dodson’s own life, as she struggled to establish herself as a professional painter.</p>"
"1923.8.6                                  ","Luce Center Label","<p>A rich but risky trade on the high seas brought a golden age to Holland in the seventeenth century. This painting shows the hazards that awaited Dutch ships, which ventured as far as Southeast Asia. A vessel has foundered on a rocky coast, its crew hanging from the rigging and bobbing in the surf. On the beach, salvagers have already begun to make away with the casks and bales that have washed ashore, even as the seamen plead for help. Ludolf Backhuysen learned his craft from two prominent marine painters in Amsterdam, and he soon established himself as the leading marine painter in Holland. Seventeenth-century Dutch paintings were popular in America in the late nineteenth and early twentieth centuries. Wealthy patrons purchased such paintings with the intention of donating them to national museums, which they hoped would one day rival those of Europe.</p>"
"1924.10.1                                 ","Luce Center Label","<p>William Clark Noble’s plaster cast shows Charles William Eliot (1834-1926), who served as president of Harvard University from 1869 to 1909. Eliot’s major accomplishments include editing the <i>Harvard Classics</i> and spearheading the elective system, which allowed students greater freedom in course selection. Noble’s plaster medallion is a preliminary design for the obverse of a commemorative medal (see 1927.12.1).</p>"
"1924.10.2                                 ","Luce Center Label","<p>William Clark Noble’s plaster cast represents a design for the reverse of a medal honoring Charles William Eliot (1834-1926), who served as president of Harvard University from 1869 to 1909 (see 1927.12.1). Eliot’s major accomplishments include editing the <i>Harvard Classics</i> and spearheading the elective system, which allowed students greater freedom in course selection. The quotation featured on the medal design may have come from Eliot’s often quoted public remarks.</p>"
"1925.12.1                                 ","Luce Center Label","<p>This painting shows a small fishing sloop, cutting through wind-driven waves. Edward Moran was fascinated by the power of the ocean, and many of his paintings show dramatic shipwrecks and boats in distress. In spite of the threatening weather, the men know the sea and do not fear its moods.</p>"
"1925.12.3                                 ","Luce Center Label","<p>Many of Edward Moran’s paintings show powerful scenes of shipwrecks and storms that emphasize the struggle between man and nature. In <i>Life Saving Patrol</i>, however, the sea and the sky appear relatively calm. The dramatic scale of the lifeguard against the moonlit water suggests a balance of power between the ocean and the brave men who risk their lives to rescue its victims.</p>"
"1926.11.1                                 ","Luce Center Label","<p>Proserpine (or Persephone) is a character from Greek mythology who was forced to spend part of every year in the underworld. Her absence from the earth was believed to cause winter, while her return brought spring. Hiram Powers modeled the original bust of <i>Proserpine </i>to include an elaborate woven basket filled with flowers. This proved too time-consuming and expensive to carve, however, and it was changed to a simple arrangement of acanthus leaves. <i>Proserpine </i>was replicated more than any other work produced by an American sculptor during the nineteenth century, and Powers’s studio carved more than three hundred copies.</p>"
"1926.5.5                                  ","Luce Center Label","<p>Abraham Cahan was born in Russia in 1860. He became involved with a revolutionary movement as a student and was forced to leave the country, arriving in New York at the age of twenty-one. He was an active socialist, editor, and novelist for almost six decades, running the largest Jewish daily in the world, the <i>Jewish Daily Forward</i>, and founding the first socialist society in the country. He played a significant role in the improvement of living and working conditions on the East Side, and campaigned passionately for Jewish rights and the importance of socialism around the world.</p>"
"1926.5.6                                  ","Luce Center Label","<p>Dr William H. Holmes worked for the Smithsonian for more than fifty years, as an artist, geologist, anthropologist, and curator. His career began when he visited the Smithsonian and sketched a brightly colored bird that was on display. The scientist Professor Henry W. Elliott noticed his talent and employed him as a draftsman. Holmes traveled on numerous exhibitions, which included documenting the topography of the western territories and exploring ancient ruins in Yucatan and Central America. In 1920 he became director of the Smithsonian’s National Gallery of Art, now the Smithsonian American Art Museum.</p>"
"1926.6.1                                  ","Luce Center Label","<p>Mary Hopkinson was the wife of Dr. John Morgan, chief surgeon of the Continental army and founder of the University of Pennsylvania Medical School. In a letter to his mother-in-law, Morgan praised his wife as “an excellent companion at all times . . . full of spirits.” In this portrait, Mary holds a mandolin, a fashionable instrument for aristocratic ladies. She wears a lavish pink satin gown with a sable collar and pearls that adorn her sleeves and hair. This outfit was not typical dress for colonial women, but was invented by the artist to conjure eighteenth-century European tastes for all things related to the “Orient.” (Reinhardt, “The Work of Fancy and Taste,” <i>Dress</i>, vol. 29, 2002) Benjamin West painted this portrait from a miniature of Mary that her husband brought with him during his visit to London in 1764.</p>"
"1926.6.2                                  ","Gallery Label","Thomas Hopkinson wears a full-bottomed wig and a sword, and he stands before a balustrade and a grove of pruned cypresses. But these European props do not tell the whole story. Hopkinson was also an ambitious citizen of a new society interested in new discoveries. He studied law in England but carved out a career for himself in Philadelphia, where he attained the rank of judge and, when he was not in court, helped Benjamin Franklin in his experiments with electricity.<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1926.6.4                                  ","Luce Center Label","<p>Thomas Sully painted Abigail Willing Coale with rosy cheeks, an alluring gaze, and supple white skin, which he accentuated with the low neckline of her gown. The artist painted her in a fur wrap that captures the color of her luminous gray-green eyes and softens the transition from the figure to the background. Sully, a skilled and successful portrait painter, wrote that “From long experience I know that resemblance in a portrait is essential; but no fault will be found with the artist, (at least by the sitter,) if he improve the appearance.”</p>"
"1926.6.8                                  ","Luce Center Label","<p>Frank Blackwell Mayer painted this scene of Continental soldiers on the centennial of the battle of Bunker Hill, the first great battle of the Revolutionary War. In 1876 he submitted it to the Philadelphia Centennial Exhibition, an event that celebrated the founding of the nation. The painting was highly praised and became so popular that other artists copied it enthusiastically. The cheerful image of soldiers marching through the snow to the beat of a drum and the sound of a flute reinforced the glowing myth of the war, inspiring a renewed patriotism on the nation’s one hundredth birthday. (Page, “Francis Blackwell Mayer,” <i>The Magazine Antiques</i>, February 1976)</p>"
"1927.11.1                                 ","Luce Center Label","<p>The scientist Dr. Charles D. Walcott was the fourth secretary of the Smithsonian, serving from 1907 until 1927. His fascination with geology began when he was thirteen years old and a wagon wheel uncovered a vein of fossils near his home. He traveled all over the world in support of his research, collecting fossils and plants from Canada, South America, and China.</p>"
"1927.12.1                                 ","Luce Center Label","<p>The obverse of William Clark Noble’s medal shows Charles William Eliot (1834-1926), who served as president of Harvard University from 1869 to 1909. Eliot’s major accomplishments include editing the <i>Harvard Classics</i> and spearheading the elective system, which allowed students greater freedom in course selection. The laurel wreath behind the portrait profile appears as well on the reverse, accompanied by a dedication that may have come from Eliot’s often quoted public remarks.</p>"
"1927.5.1                                  ","Luce Center Label","<p>The Baltimore and Ohio Railroad, the first railway designed for commercial transport, was established in 1827 and construction began on the Fourth of July, 1828. Wires along the B &amp; O route eventually carried Samuel F. B. Morse’s first telegraph message, “What Hath God Wrought?” from the Supreme Court room in the U.S. Capitol to the depot in Mt. Clare, Maryland. The reverse of Hans Schuler’s medal shows Peter Cooper’s famous “Tom Thumb” engine used in the B &amp; O’s early years.</p>"
"1928.1.1                                  ","Luce Center Label","<p>Harriet Lane Johnston (1830-1903) was President James Buchanan’s niece and ward, and served as hostess of the White House during Buchanan’s administration. Orphaned at age eleven, she was raised by her uncle, but came into her own as a strong presence in the White House. In 1903 she earned the affectionate nickname “First Lady of the National Collection of Fine Arts” when she gave her art collection to the “national art gallery,” which Congress decided should be part of the Smithsonian Institution.</p>"
"1928.1.2                                  ","Luce Center Label","<p>Robert Edwards Carter was the artist’s uncle. Conservation of this miniature was made possible through a generous grant provided by the Smithsonian Women’s Committee.</p>"
