City,County,State,Country
Cairo,NULL,New York,United States
Calcutta,NULL,NULL,India
Caledonia,NULL,Iowa,United States
Calgary,NULL,Alberta,Canada
California,NULL,Missouri,United States
Calistoga,NULL,California,United States
Caltabellotta,NULL,Sicily,Italy
Camaguey,NULL,NULL,Cuba
CamagÙey,NULL,NULL,Cuba
Camaiore,NULL,NULL,Italy
Camaquey,NULL,NULL,Cuba
Camargo,NULL,Oklahoma,United States
Cambridge,NULL,Massachusetts,NULL
Cambridge,NULL,Massachusetts,United States
Cambridge,NULL,New York,United States
Cambridge,NULL,Ohio,United States
Cambridgeport,NULL,Massachusetts,United States
Camden,NULL,New Jersey,United States
Camden,NULL,South Carolina,United States
Camerano,NULL,NULL,Italy
Camerata,NULL,NULL,Italy
Cameron Orchard,NULL,West Virginia,United States
Camillus,NULL,New York,United States
Camp Springs,NULL,Maryland,USA
Campbell Hall,NULL,New York,United States
Campground Church,NULL,Texas,United States
Campton,NULL,Kentucky,United States
Campton,NULL,New Hampshire,United States
Canaan,NULL,Connecticut,United States
Canaan,NULL,New York,United States
Canandaigua,NULL,New York,United States
Canarias,NULL,NULL,Spain
Canarsie,NULL,New York,United States
Canfield,NULL,Illinois,United States
Canig,NULL,NULL,Germany
Cannes,NULL,NULL,France
CaÐon,NULL,New Mexico,United States
Canterbury,NULL,New Hampshire,United States
Canton,NULL,NULL,China
Canton,NULL,Connecticut,United States
Canton,NULL,Mississippi,United States
Canton,NULL,New York,United States
Canton,NULL,Ohio,United States
Canutillo,NULL,Texas,United States
Capac,NULL,Michigan,United States
Cape Cod,NULL,Massachusetts,United States
Cape Elizabeth,NULL,Maine,United States
Cape Girardeau,NULL,Missouri,United States
Cape Neddick,NULL,Maine,United States
Cape Split,NULL,Maine,United States
Cape Town,NULL,NULL,South Africa
Capistrano Beach,NULL,California,United States
Capitola,NULL,California,United States
Caporetto,NULL,NULL,Italy
Caprese,NULL,NULL,Italy
Capri,NULL,NULL,Italy
Captiva,NULL,Florida,United States
Captiva Island,NULL,Florida,United States
Caracas,NULL,NULL,Venezuela
Caravaggio,NULL,NULL,Italy
Carbondale,NULL,Illinois,United States
Cardiff,NULL,NULL,Wales
Cardston,NULL,Alberta,Canada
Carlisle,NULL,Pennsylvania,United States
Carlsbad,NULL,New Mexico,United States
Carmel,NULL,California,NULL
Carmel,NULL,California,United States
Carmel,NULL,New York,United States
Carmel Valley,NULL,California,United States
Carmi,NULL,Illinois,United States
Carnegie,NULL,Oklahoma,United States
Carnegie,NULL,Pennsylvania,United States
Carpenteria,NULL,California,United States
Carpentras,NULL,NULL,France
Carrigtwohill,NULL,NULL,Ireland
Carrizo Springs,NULL,Texas,United States
Carrollton,NULL,Georgia,United States
Carterville,NULL,Illinois,United States
Carthage,NULL,Ohio,United States
Carversville,NULL,Pennsylvania,United States
Casablanca,NULL,NULL,Morocco
Casar,NULL,North Carolina,United States
Casares,NULL,NULL,Spain
Cashiers,NULL,North Carolina,United States
Cassis,NULL,NULL,France
Cassopolis,NULL,Michigan,United States
Castellaneta,NULL,NULL,Italy
Castellon,NULL,NULL,Spain
Castine,NULL,Maine,United States
Castleford,NULL,Yorkshire,England
Castlemain,NULL,NULL,Australia
Castro Valley,NULL,California,United States
Castroville,NULL,Texas,United States
Catskill,NULL,New York,United States
Cattaraugus,NULL,New York,United States
Cava dei Tirreni,NULL,Campania,Italy
Cayuga Lake,NULL,New York,United States
Cazenovia,NULL,New York,United States
Cecilia,NULL,Kentucky,United States
Cedar Bluff,NULL,Virginia,United States
Cedar Creek,NULL,Texas,United States
Cedar Creek,NULL,Virginia,United States
Cedar Falls,NULL,Iowa,United States
Cedar Lake,NULL,Wisconsin,United States
Cedar Rapids,NULL,Iowa,United States
Cedarburg,NULL,Wisconsin,United States
Cedarville,NULL,New York,United States
Cedervile,NULL,New Jersey,United States
Center Bridge,NULL,Pennsylvania,United States
Centerbrook,NULL,Connecticut,United States
Centerport,NULL,New York,United States
Centerville,NULL,Indiana,United States
Centerville,NULL,South Dakota,United States
Centerville,NULL,Wisconsin,United States
Cento,NULL,NULL,Italy
Central Islip,NULL,New York,United States
Centralia,NULL,Washington,United States
Centreville,NULL,Maryland,United States
Chadds Ford,NULL,Pennsylvania,United States
Chagrin Falls,NULL,Ohio,United States
Chamagne,NULL,NULL,France
Chamberlain,NULL,South Dakota,United States
Chamita,NULL,New Mexico,United States
Chamonix,NULL,NULL,France
Champaign,NULL,Illinois,United States
Champaign-Urbana,NULL,Illinois,United States
Champsecret,NULL,Orne,France
Changchun,NULL,NULL,China
Changhua,NULL,NULL,Taiwan
Chantilly,NULL,NULL,France
Chapel Hill,NULL,North Carolina,United States
Chapman,NULL,Kansas,United States
Chappell Hill,NULL,Texas,United States
Charenton-Saint-Maurice,NULL,NULL,France
Chariton,NULL,Iowa,United States
Charkow,NULL,NULL,Russia
Charleroi,NULL,Pennsylvania,United States
Charleston,NULL,Illinois,United States
Charleston,NULL,Missouri,United States
Charleston,NULL,South Carolina,United States
Charleston,NULL,West Virginia,United States
Charlestown,NULL,Massachusetts,United States
Charlestown,NULL,Virginia,NULL
Charlevoix,NULL,Michigan,United States
Charlotte,NULL,North Carolina,United States
Charlotte,NULL,Vermont,United States
Charlottesville,NULL,Virginia,United States
Charlottetown,NULL,Prince Edward Island,Canada
Charlotteville,NULL,New York,United States
Chatham,NULL,Massachusetts,United States
Chatham,NULL,New Jersey,United States
Chatou,NULL,NULL,France
Chattanooga,NULL,Tennessee,United States
Chautauqua,NULL,New York,United States
Cheb,NULL,NULL,Czechoslovakia
Cheboygan,NULL,Michigan,United States
Checotah,NULL,Oklahoma,United States
Chelmsford,NULL,NULL,England
Chelsea,NULL,NULL,England
Chelsea,NULL,Kansas,United States
Chelsea,NULL,Massachusetts,United States
Chelsea,NULL,Vermont,United States
Cheltenham,NULL,Pennsylvania,United States
Chelyabinsk,NULL,NULL,Russia
Cheshire,NULL,NULL,England
Cheshire,NULL,Connecticut,United States
Chester,NULL,NULL,England
Chester,NULL,Connecticut,United States
Chester,NULL,Pennsylvania,United States
Chester,NULL,South Carolina,United States
Chester,NULL,Vermont,United States
Chesterfield,NULL,New Hampshire,United States
Chesterton,NULL,Pennsylvania,United States
Chestertown,NULL,Maryland,United States
Chestertown,NULL,New York,United States
Chestnut Hill,NULL,Massachusetts,United States
Chestnut Hill,NULL,Pennsylvania,United States
Cheswick,NULL,Pennsylvania,United States
Chevry-Cossigny,NULL,NULL,France
Chevy Chase,NULL,Maryland,United States
Cheyenne,NULL,Wyoming,United States
Chicago,NULL,Illinois,NULL
Chicago,NULL,Illinois,United States
Chicago Heights,NULL,Illinois,United States
Chickasha,NULL,Oklahoma,United States
Chico,NULL,California,United States
Chiesannova,NULL,NULL,Italy
Chillàn,NULL,NULL,Chile
Chillicothe,NULL,Ohio,United States
Chilmark,NULL,Massachusetts,United States
Chimacum,NULL,Washington,United States
Chinle,NULL,Arizona,United States
Chino,NULL,California,United States
Chino Valley,NULL,Arizona,United States
Chissey en Morvan,NULL,Bourgogne,France
Chiswick,NULL,NULL,England
Chiusa,NULL,NULL,Italy
Chloe,NULL,West Virginia,United States
Chocorua,NULL,New Hampshire,United States
Chotin,Bessarabia,NULL,Romania
Christchurch,NULL,NULL,England
Christiansburg,NULL,Virginia,United States
Chula Vista,NULL,California,United States
Chur,NULL,NULL,Switzerland
Church Hill,NULL,Mississippi,United States
Cidra,NULL,Matanzas,Cuba
Cienfuegos,NULL,NULL,Cuba
Cimarron,NULL,New Mexico,United States
Cincinnati,NULL,Ohio,NULL
Cincinnati,NULL,Ohio,United States
Citta di Castello,NULL,NULL,Italy
Ciudad Boliviar,NULL,NULL,Venezuela
Ciudad Guzman,NULL,Jalisco,Mexico
