City,County,State,Country
Southbridge,NULL,Massachusetts,United States
Southold,NULL,New York,United States
Southport,Fairfield,Connecticut,NULL
Spalato,NULL,Dalmatia,Yugoslavia
Sparta,NULL,Michigan,United States
Sparta,NULL,New York,United States
Spartanburg,NULL,South Carolina,United States
Speicher,NULL,NULL,Switzerland
Splendora,NULL,Texas,United States
Spokane,NULL,Washington,United States
Spring Green,NULL,Wisconsin,United States
Spring Hill,NULL,Connecticut,United States
Spring Hill,NULL,Kansas,United States
Spring Valley,NULL,New York,United States
Springdale,NULL,Arkansas,United States
Springfield,NULL,Illinois,United States
Springfield,NULL,Kentucky,United States
Springfield,NULL,Massachusetts,United States
Springfield,NULL,Missouri,United States
Springfield,NULL,Ohio,United States
Springfield,NULL,Pennsylvania,United States
Springfield,NULL,Vermont,United States
Springville,NULL,Iowa,United States
Springville,NULL,New York,United States
Springville,NULL,Tennessee,United States
Springville,NULL,Utah,United States
Spruce Pine,NULL,North Carolina,United States
Spuyten Duyvil,NULL,New York,United States
Sridharkhola,NULL,NULL,India
St. Andrew's Parish,NULL,Maryland,United States
St. Andrews,NULL,New Brunswick,Canada
St. Augustine,NULL,Florida,United States
St. Catharines,NULL,Ontario,Canada
St. Charles,NULL,Illinois,United States
St. Charles,NULL,Missouri,United States
St. Clair,NULL,Michigan,United States
St. Cloud,NULL,Minnesota,United States
St. Croix Falls,NULL,Wisconsin,United States
St. Die,NULL,NULL,France
St. Ätienne,NULL,NULL,France
St. Gallen,NULL,NULL,Switzerland
St. Helena Island,NULL,South Carolina,United States
St. Ignatius,Flathead Reservation,Montana,United States
St. Ives,NULL,Cornwall,England
St. John,NULL,New Brunswick,Canada
St. John,NULL,Virgin Islands,Danish West Indies
St. John,NULL,Virgin Islands,United States
St. John's,NULL,Newfoundland,Canada
St. Joseph,NULL,Michigan,United States
St. Joseph,NULL,Missouri,United States
St. Julien,NULL,NULL,France
St. Louis,NULL,Missouri,NULL
St. Louis,NULL,Missouri,United States
St. Martin,NULL,NULL,West Indies
St. Paul,NULL,Minnesota,United States
St. Peter,NULL,Minnesota,United States
St. Petersburg,NULL,NULL,Russia
St. Petersburg,NULL,Florida,United States
St. Prive,NULL,NULL,France
St. Servan,NULL,NULL,France
St. Thomas,NULL,NULL,Austria-Hungary
St. Tropez,NULL,NULL,France
Staindrop,NULL,NULL,England
Staines,NULL,NULL,England
Stamford,NULL,Connecticut,United States
Stamford,NULL,New York,United States
Stamford,NULL,Texas,United States
Stamps,NULL,Alaska,United States
Stanford,NULL,California,United States
Stanford,NULL,Connecticut,United States
Stary Constantin,NULL,NULL,Russia
Stashow,NULL,NULL,Poland
State College,NULL,Pennsylvania,United States
Staten Island,NULL,New York,United States
Statesboro,NULL,Georgia,United States
Statesville,NULL,North Carolina,United States
Ste. Genevieve,NULL,Missouri,United States
Steelton,NULL,Pennsylvania,United States
Sterling,NULL,Colorado,United States
Steubenville,NULL,Ohio,United States
Stevens,NULL,Pennsylvania,United States
Stillwater,NULL,Minnesota,United States
Stillwater,NULL,Oklahoma,United States
Stockbridge,NULL,NULL,Scotland
Stockbridge,NULL,Massachusetts,United States
Stockdale,NULL,Texas,United States
Stockholm,NULL,NULL,Sweden
Stockton,NULL,California,United States
Stoke-on-Trent,NULL,NULL,England
Stone Ridge,NULL,New York,United States
Stonington,NULL,Connecticut,United States
Stonington,NULL,Maine,United States
Stony Brook,NULL,New York,United States
Stony Point,NULL,New York,United States
Stowe,NULL,Vermont,United States
Strasbourg,NULL,NULL,Alsace
Strasbourg,NULL,NULL,France
Strassburg,NULL,NULL,West Prussia
Stratford,NULL,Connecticut,United States
Stratford,NULL,Ontario,Canada
Strathaven,NULL,NULL,Scotland
Strawberry Point,NULL,Iowa,United States
Streator,NULL,Illinois,United States
Stryker,NULL,Ohio,United States
Stuart,NULL,Florida,United States
Stuart,NULL,Virginia,United States
Sturgis,NULL,Michigan,United States
Stuttgart,NULL,NULL,Germany
Sudbury,NULL,NULL,England
Sudbury,NULL,Massachusetts,United States
SÙderen-Linden,NULL,NULL,Switzerland
Sudstadt,NULL,NULL,Austria
Suffern,NULL,New York,United States
Suffield,NULL,Connecticut,United States
Suffolk,NULL,NULL,England
Suffolk,NULL,Virginia,United States
Sugar Grove,NULL,North Carolina,United States
Sugarloaf,NULL,New York,NULL
Sulligent,NULL,Alabama,United States
Sulmona,NULL,NULL,Italy
Sulphur Lick Springs,NULL,Ohio,United States
Summerfield,NULL,Illinois,United States
Summerville,NULL,Georgia,United States
Summit,NULL,New Jersey,United States
Sumter,NULL,South Carolina,United States
Sun City,NULL,Arizona,United States
Sun Prairie,NULL,Wisconsin,United States
Sun Valley,NULL,Idaho,United States
Sunbury,NULL,Pennsylvania,United States
Sunderland,NULL,NULL,England
Sunderland,NULL,Massachusetts,United States
Sunnyvale,NULL,California,United States
Superior,NULL,Wisconsin,United States
Surrey,NULL,NULL,England
Sutton,NULL,NULL,England
Sutton,NULL,Massachusetts,United States
Swampscott,NULL,Massachusetts,United States
Swamscott,NULL,Massachusetts,United States
Swatow,NULL,NULL,China
Sway,NULL,NULL,England
Sweetwater,NULL,Arizona,United States
Sweetwater,NULL,New Mexico,United States
Sweetwater,Navajo Nation,Arizona,United States
Swoyerville,NULL,Pennsylvania,United States
Sydney,NULL,NULL,Australia
Sydney,NULL,New South Wales,Australia
Sykesville,NULL,Maryland,United States
Sylva,NULL,North Carolina,United States
Sylvia,NULL,North Carolina,United States
Syracuse,NULL,New York,United States
Syracuse,Onondaga County,New York,United States
Szatmar,NULL,NULL,Hungary
Tacoma,NULL,Washington,United States
Tahoka,NULL,Texas,United States
Taipei,NULL,NULL,Taiwan
Taiwan,NULL,NULL,NULL
Takamatsu,NULL,NULL,Japan
Takoma Park,NULL,Maryland,United States
Talbotton,NULL,Georgia,United States
Talking Rock,NULL,Georgia,United States
Tall Mountain,NULL,Arizona,United States
Tallahassee,NULL,Florida,United States
Tallapoosa,NULL,Georgia,United States
Tamaroa,NULL,Illinois,United States
Tampa,NULL,Florida,United States
Tampico,NULL,NULL,Mexico
Tamworth,NULL,NULL,England
Tangier,NULL,NULL,Morocco
Taormina,NULL,NULL,Italy
Taos,NULL,New Mexico,United States
Tappan,NULL,New York,United States
Tarentum,NULL,Pennsylvania,United States
Tarrytown,NULL,New York,United States
Tarrytown Heights,NULL,New York,United States
Tashkent,NULL,NULL,Uzbekistan
Taylor,NULL,Texas,United States
Taylors Falls,NULL,Minnesota,United States
Taylorsville,NULL,North Carolina,United States
Taylorville,NULL,Illinois,United States
Tayport,NULL,NULL,Scotland
Teaneck,NULL,New Jersey,United States
Tela,NULL,NULL,Honduras
Telluride,NULL,Colorado,United States
Tempe,NULL,Arizona,United States
Temple,NULL,Maine,United States
Temple City,NULL,California,United States
Templeton,NULL,California,United States
Templeton,NULL,Massachusetts,United States
Terni,NULL,Umbria,Italy
Terre Haute,NULL,Indiana,United States
Terrell,NULL,Texas,United States
Terry,NULL,Mississippi,United States
Tesuque,NULL,New Mexico,United States
Tesuque Pueblo,NULL,New Mexico,United States
Teuton,NULL,New Jersey,United States
Tewksbury,NULL,Massachusetts,United States
Texico,NULL,New Mexico,United States
Thalwil,NULL,NULL,Switzerland
The Hague,NULL,NULL,Netherlands
Theodore,NULL,Alabama,United States
Thessaloniki,Macedonia,NULL,Greece
Thetford,NULL,Vermont,United States
Thibodaux,NULL,Louisiana,United States
Thomas,NULL,Oklahoma,United States
Thomaston,NULL,Maine,United States
Thomasville,NULL,Georgia,United States
Thompson,NULL,Pennsylvania,United States
Thorn,NULL,NULL,Germany
Thorndike,NULL,Maine,United States
Thornton,NULL,New Hampshire,United States
Thornwood,NULL,New York,United States
Three Rivers,NULL,California,United States
Tiburon,NULL,California,United States
Tientsin,NULL,NULL,China
Tiffin,NULL,Ohio,United States
Tiflis,NULL,NULL,Russia
Tijuana,NULL,NULL,Mexico
Tillamook,NULL,Oregon,United States
Tillsonburg,NULL,Ontario,Canada
Timberville,NULL,Virginia,United States
Timonium,NULL,Maryland,United States
Tioga,NULL,Pennsylvania,United States
Tipton,NULL,Iowa,United States
Tisano,NULL,NULL,Italy
Tisbury,NULL,Massachusetts,United States
Titusville,NULL,Pennsylvania,United States
Tiverton,NULL,Rhode Island,United States
Tivoli,NULL,NULL,Italy
Tivoli,NULL,New York,United States
Todi,NULL,NULL,Italy
Todos Santos,NULL,Baja Sur California,Mexico
Tohatchi,NULL,New Mexico,United States
Tokyo,NULL,NULL,Japan
Toledo,NULL,Ohio,United States
Toledo,NULL,Oregon,United States
Tolland,NULL,Connecticut,United States
Tomales,NULL,California,United States
Tomashow,NULL,NULL,Poland
Tompkinsville,NULL,New York,United States
Toms River,NULL,New Jersey,United States
Tonasket,NULL,Washington,United States
Topanga,NULL,California,NULL
Topanga,NULL,California,United States
Topeka,NULL,Kansas,United States
Topsham,NULL,Maine,United States
Toronto,NULL,NULL,Canada
Toronto,NULL,Ontario,Canada
Torquay,NULL,NULL,England
Torrance,NULL,California,United States
Torrington,NULL,Connecticut,United States
Toulon,NULL,NULL,France
Toulouse,NULL,NULL,France
Toulouse,NULL,Haute-Garonne,France
Tournai,NULL,NULL,Belgium
Tours,NULL,NULL,France
Tourtour,NULL,NULL,France
Towanda,NULL,Pennsylvania,United States
Towersey,NULL,NULL,England
Towson,NULL,Maryland,United States
Tracy,NULL,California,United States
Tranquility,NULL,New Jersey,United States
Trapani,NULL,NULL,Italy
Trenton,NULL,New Jersey,United States
Trenton,Gibson County,Tennessee,United States
Trenton Falls,NULL,New York,United States
Trepied,NULL,NULL,France
Treptow,NULL,NULL,Germany
Treves,NULL,NULL,Germany
Treviso,NULL,NULL,Italy
Trhova Kamenice,NULL,NULL,Austria-Hungary
Trieste,NULL,NULL,Italy
Trinidad,NULL,Colorado,United States
Tripi,NULL,NULL,Greece
Trondheim,NULL,NULL,Norway
Troy,NULL,Alabama,United States
Troy,NULL,New York,United States
Troy,NULL,Ohio,NULL
Troyes,NULL,NULL,France
Truchas,NULL,New Mexico,United States
Trudeau,NULL,New York,United States
Trumansburg,NULL,New York,United States
Truro,NULL,Massachusetts,NULL
Truro,NULL,Massachusetts,United States
Tryon,NULL,North Carolina,United States
Tryon,Polk,North Carolina,United States
Tuba City,NULL,Arizona,United States
Tuba City,Navajo Nation,Arizona,United States
Tubingen,NULL,NULL,Germany
Tuckahoe,NULL,New York,United States
Tucson,NULL,Arizona,United States
Tucumcari,NULL,New Mexico,United States
Tufo,NULL,NULL,Italy
Tulchin,NULL,NULL,Russia
Tullahoma,NULL,Tennessee,United States
Tullstorp,NULL,NULL,Sweden
Tullytown,NULL,Pennsylvania,United States
Tulsa,NULL,Oklahoma,United States
Tunbridge Wells,NULL,NULL,England
Tupelo,NULL,Mississippi,United States
Turate,NULL,NULL,Italy
Turegano,NULL,NULL,Spain
Turek,NULL,NULL,Russia
Turin,NULL,Piedmont,Italy
Turka,NULL,NULL,Poland
Turlock,NULL,California,United States
Turner,NULL,Maine,United States
Turners,NULL,New York,United States
Turnham Green,NULL,NULL,England
Turnhout,NULL,NULL,Belgium
Tuscaloosa,NULL,Alabama,United States
Tuscon,NULL,Arizona,United States
Tuscumbia,NULL,Alabama,United States
Tuskegee,NULL,Alabama,United States
Tustin,NULL,California,United States
Tuttlingen,NULL,NULL,Germany
Tuxedo Park,NULL,New York,United States
Two Rivers,NULL,Wisconsin,United States
Tyringham,NULL,Massachusetts,United States
Tyumen,NULL,NULL,Russia
Uccle,NULL,NULL,Belgium
Uchon,NULL,NULL,France
Uelzen,NULL,NULL,Germany
Uhlerstown,NULL,Pennsylvania,United States
Ukiah,NULL,California,United States
Ulster Park,NULL,New York,United States
Unadilla,NULL,New York,United States
Union,NULL,New Jersey,United States
Union Bridge,NULL,Maryland,United States
Union City,NULL,Indiana,United States
Union City,NULL,New Jersey,United States
Union City,NULL,Pennsylvania,United States
Union City,Madison County,Kentucky,United States
Union Hill,NULL,New Jersey,United States
Union Township,NULL,Pennsylvania,United States
Uniontown,NULL,Pennsylvania,United States
Uniopolis,NULL,Ohio,United States
Unity,NULL,Pennsylvania,United States
Upper Falls,NULL,Maryland,United States
Upper Grandview,NULL,New York,United States
Upper Montclair,NULL,New Jersey,United States
Upper Moreland,NULL,Pennsylvania,United States
Upperville,NULL,Virginia,United States
Urbana,NULL,Illinois,United States
Urbana,NULL,Maryland,United States
Urbana,NULL,Ohio,United States
Urbino,NULL,Marches,Italy
Utica,NULL,New York,United States
Utrecht,NULL,NULL,Netherlands
Utrecht,NULL,NULL,The Netherlands
Utuado,NULL,NULL,Puerto Rico
Uzes,NULL,Gard,France
Valdese,Burke,North Carolina,United States
Valdosta,NULL,Georgia,United States
Vale,NULL,North Carolina,United States
Valencia,NULL,California,United States
Valenciennes,NULL,NULL,France
Valhalla,NULL,New York,United States
Valhalla,Westchester County,New York,United States
Valledolmo,NULL,Sicily,Italy
Vallejo,NULL,California,United States
Valley Cottage,NULL,New York,United States
Valley Falls,NULL,Kansas,United States
Valley Forge,NULL,Pennsylvania,United States
Valley Head,NULL,Alabama,United States
Valley Home,NULL,California,United States
Valley Lee,NULL,Maryland,United States
Vallombrosa,NULL,NULL,Italy
Valognes,NULL,NULL,France
Valozin,NULL,NULL,Lithuania
Valparaiso,NULL,NULL,Chile
Valparaiso,NULL,Indiana,United States
Vancouver,NULL,British Columbia,Canada
Vancouver,NULL,Washington,United States
Vaniskoc,NULL,NULL,Hungary
Varangeville,NULL,NULL,France
Varna,NULL,NULL,Bulgaria
Vederslov,NULL,NULL,Sweden
Vega Baja,NULL,NULL,Puerto Rico
Venaria Reale,NULL,NULL,Italy
Vence,NULL,NULL,France
Venice,NULL,NULL,Italy
Venice,NULL,California,NULL
Venice,NULL,California,United States
Venice,NULL,Florida,United States
Ventnor,NULL,NULL,England
Ventnor,NULL,New Jersey,United States
Ventura,NULL,California,United States
Verlarde,NULL,New Mexico,United States
Verona,NULL,NULL,Italy
Verona,NULL,Veneto,Italy
Verona,NULL,Wisconsin,United States
Versailles,NULL,NULL,France
Versailles,NULL,Kentucky,United States
Vershire,NULL,Vermont,United States
Vesoul,NULL,NULL,France
Vetka,NULL,NULL,Russia
Vevay,NULL,Indiana,United States
Vevey,NULL,NULL,Switzerland
Vici,NULL,Oklahoma,United States
Vico,NULL,NULL,Italy
Victor,NULL,Idaho,United States
Vidin,NULL,NULL,Bulgaria
Vienna,NULL,NULL,Austria
Vienna,NULL,NULL,Austria-Hungary
Vienna,NULL,Virginia,United States
Vienna,NULL,Wien State,Austria
Vienne,NULL,NULL,France
Viipuri,NULL,NULL,Finland
Villahermosa,NULL,NULL,Mexico
Villanova,NULL,Pennsylvania,United States
Ville-d'Avray,NULL,NULL,France
Villeneuve-sur-Lot,NULL,NULL,France
Villisca,NULL,Iowa,United States
Vilna,NULL,NULL,Poland
Vilna,NULL,NULL,Russia
Vinalhaven,NULL,Maine,United States
Vincennes,NULL,Indiana,United States
Vineland,NULL,New Jersey,United States
Vineyard Haven,NULL,Massachusetts,United States
Vinings,NULL,Georgia,United States
Vinnitza,NULL,NULL,Russia
Vinton,NULL,Iowa,United States
Vinton,NULL,Virginia,United States
Viola,Kickapoo Valley,Wisconsin,United States
Virginia City,NULL,Montana,United States
Virginia City,NULL,Nevada,United States
Visalia,NULL,California,United States
Vitebsk,NULL,NULL,Russia
Vittoria,NULL,NULL,Italy
Vlachovo Brezi,NULL,NULL,Bohemia
Vladivostok,NULL,NULL,Russia
Volda,NULL,NULL,Norway
Voronez,NULL,NULL,Russia
Vrchlabi,NULL,NULL,Czechoslovakia
Vrpolje,NULL,NULL,Austria-Hungary
Waban,NULL,Massachusetts,United States
Waco,NULL,Texas,United States
Wagonmound,NULL,New Mexico,United States
Wahpeton,NULL,North Dakota,United States
Waianae,NULL,Hawaii,United States
Wailuku,NULL,Hawaii,United States
Waimanalo,NULL,Hawaii,United States
Waimea,NULL,Hawaii,United States
Wainscott,NULL,New York,United States
Wakeeny,NULL,Kansas,United States
Wakefield,NULL,Massachusetts,United States
Walden,NULL,New York,United States
Walla Walla,NULL,Washington,United States
Walland,NULL,Tennessee,United States
Wallingford,NULL,Connecticut,United States
Wallington,NULL,New Jersey,United States
Walnut Creek,NULL,California,United States
Walpole,NULL,New Hampshire,United States
Walterboro,NULL,South Carolina,United States
Waltham,NULL,Massachusetts,United States
Walton-on-Thames,NULL,Surrey,England
Walworth,NULL,NULL,England
Wapiti,NULL,Wyoming,United States
Ward,NULL,Massachusetts,United States
Warren,NULL,Illinois,United States
Warren,NULL,Indiana,United States
Warren,NULL,Minnesota,United States
Warren,NULL,New Jersey,United States
Warren,NULL,Ohio,United States
Warren,NULL,Pennsylvania,United States
Warren,NULL,Vermont,United States
Warrenton,NULL,Virginia,United States
Warrenville,NULL,Illinois,United States
Warsaw,NULL,NULL,Poland
Warsaw,NULL,NULL,Russia
Warsaw,NULL,Missouri,United States
Warsaw,NULL,New York,United States
Warsaw,NULL,Virginia,United States
Warwick,NULL,New York,United States
Warwickshire,NULL,NULL,England
Wasamasaw,NULL,South Carolina,United States
Waseca,NULL,Minnesota,United States
Washburn,NULL,Missouri,United States
Washington,NULL,Connecticut,United States
Washington,NULL,District of Columbia,NULL
Washington,NULL,District of Columbia,United States
Washington,NULL,North Carolina,United States
Washington,NULL,Pennsylvania,United States
Washington Boro,NULL,Pennsylvania,United States
"Washington, DC",NULL,NULL,United States
Washingtonville,NULL,New York,United States
Watch Hill,NULL,Rhode Island,United States
Water Mill,NULL,New York,United States
Waterbury,NULL,Connecticut,United States
Waterford,NULL,Connecticut,United States
Waterford,NULL,Virginia,United States
Waterloo,NULL,Iowa,United States
Waterloo,NULL,New York,United States
Waterloo,NULL,South Carolina,United States
Watertown,NULL,Connecticut,United States
Watertown,NULL,Massachusetts,United States
Watertown,NULL,New York,United States
Watertown,NULL,South Dakota,United States
Watertown,NULL,Tennessee,United States
Waterville,NULL,Maine,United States
Waterville,NULL,Minnesota,United States
Waterville,NULL,New York,United States
Watsonville,NULL,California,United States
Waukegan,NULL,Illinois,United States
Waukesha,NULL,Wisconsin,United States
Wausau,NULL,Wisconsin,United States
Wauwatosa,NULL,Wisconsin,United States
Wauwausota,NULL,Wisconsin,United States
Waverly,NULL,Massachusetts,United States
Waverly,NULL,Virginia,United States
Wayland,NULL,New York,United States
Wayne,NULL,Michigan,United States
Waynesboro,NULL,Pennsylvania,United States
Waynesville,NULL,North Carolina,United States
Weatherly,NULL,Pennsylvania,United States
Weathersfield,NULL,Vermont,United States
Weaverville,Buncombe County,North Carolina,United States
Webberville,NULL,Michigan,United States
Webster City,NULL,Iowa,United States
Weehawken,NULL,New Jersey,United States
Weimar,NULL,NULL,Germany
Weimar,NULL,Texas,United States
Weimar,NULL,Thuringia,Germany
Weissenberg,NULL,NULL,Germany
Wellesley,NULL,Massachusetts,United States
Wellfleet,NULL,Massachusetts,United States
Wellsboro,NULL,Pennsylvania,United States
Wellsville,NULL,Kansas,United States
Wenatchee,NULL,Washington,United States
Wendover,NULL,NULL,England
Wesel,NULL,NULL,Germany
West Amana,NULL,Iowa,United States
West Bend,NULL,Wisconsin,United States
West Berlin,NULL,NULL,Germany
West Boothbay Harbor,NULL,Maine,United States
West Boyleston,NULL,Pennsylvania,United States
West Brattleboro,NULL,Vermont,United States
West Brookfield,NULL,Massachusetts,United States
West Burke,NULL,Vermont,United States
West Carlisle,NULL,Ohio,United States
West Chester,NULL,Pennsylvania,United States
West Cornwall,NULL,Connecticut,United States
West Fairlee,NULL,Vermont,United States
West Goldsboro,NULL,Maine,United States
West Groton,NULL,Massachusetts,United States
West Haven,NULL,Connecticut,United States
West Hingham,NULL,Massachusetts,United States
West Hoboken,NULL,New Jersey,NULL
West Hoboken,NULL,New Jersey,United States
West Hollywood,NULL,California,United States
West Islip,NULL,New York,United States
West Islip,Long Island,New York,United States
West Lafayette,NULL,Indiana,United States
West Liberty,NULL,Kentucky,United States
West Long Branch,NULL,New Jersey,United States
West Los Angeles,NULL,California,United States
West Medford,NULL,Massachusetts,United States
West Milton,NULL,Ohio,United States
West Nyack,NULL,New York,United States
West Orange,NULL,New Jersey,United States
West Palm Beach,NULL,Florida,United States
West Point,NULL,Georgia,United States
West Point,NULL,New York,United States
West Redding,NULL,Connecticut,United States
West Roxbury,NULL,Massachusetts,United States
West Salem,NULL,North Carolina,United States
West Seneca,NULL,New York,United States
West Suffield,NULL,Connecticut,United States
West Union,NULL,Iowa,United States
Westbury,NULL,New York,United States
Westchester,Chester County,Pennsylvania,United States
Westerly,NULL,Rhode Island,United States
Westfield,NULL,New Jersey,United States
Westfield,NULL,North Carolina,United States
Westhampton,NULL,New York,United States
Westlake,NULL,Ohio,United States
Westminster,NULL,Maryland,United States
Westminster,NULL,Massachusetts,United States
Westmoreland,NULL,New Hampshire,United States
Weston,NULL,Connecticut,NULL
Weston,NULL,Connecticut,United States
Weston-super-Mare,NULL,NULL,England
Westport,NULL,California,United States
Westport,NULL,Connecticut,United States
Westport,NULL,Massachusetts,United States
Westport,NULL,New York,United States
Westwood,NULL,New Jersey,United States
Wethersfield,NULL,Connecticut,United States
Wetley Abbey,NULL,NULL,England
Wetumpka,NULL,Alabama,United States
Wexford,NULL,NULL,Ireland
Weyerhauser,NULL,Wisconsin,United States
Wheaton,NULL,Illinois,United States
Wheeling,NULL,West Virginia,United States
Whitby,NULL,NULL,England
Whitby,NULL,Ontario,Canada
White Lake,NULL,Michigan,United States
White Plains,NULL,New York,United States
White River Junction,NULL,Vermont,United States
Whitefish Bay,NULL,Michigan,United States
Whitesburg,NULL,Kentucky,United States
Whitewater,NULL,Wisconsin,United States
Whitman,NULL,Massachusetts,United States
Whitten,NULL,NULL,Germany
Wichita,NULL,Kansas,United States
Wichita Falls,NULL,Texas,United States
Wide Ruins,NULL,Arizona,United States
Widewater,NULL,Virginia,United States
Wieliczka,NULL,NULL,Poland
Wiener Neustadt,NULL,NULL,Austria
Wiesbaden,NULL,NULL,Germany
Wilbraham,NULL,Massachusetts,United States
Wilcox,NULL,Arizona,United States
Wilcox County,NULL,Georgia,United States
Wilkes-Barre,NULL,Pennsylvania,United States
Wilkesboro,NULL,North Carolina,United States
Willamsburg,NULL,Massachusetts,United States
Willard,NULL,New York,United States
Williamsburg,NULL,Indiana,United States
Williamsburg,NULL,Massachusetts,United States
Williamsburg,NULL,Virginia,United States
Williamsburgh,Clermont County,Ohio,United States
Williamson,NULL,Texas,United States
Williamsport,NULL,Pennsylvania,United States
Williamstown,NULL,Massachusetts,United States
Williamstown,NULL,Pennsylvania,United States
Willimantic,NULL,Connecticut,United States
Willmar,NULL,Minnesota,United States
Willoughby,NULL,Ohio,United States
Wilmette,NULL,Illinois,United States
Wilmington,NULL,Delaware,United States
Wilmington,NULL,North Carolina,United States
Wilmington,NULL,Ohio,United States
Wilton,NULL,Connecticut,United States
Wilton,NULL,New Hampshire,United States
Wilton,NULL,New York,United States
Wilwaukee,NULL,Wisconsin,United States
Wimbledon,NULL,NULL,England
Winchester,NULL,NULL,England
Winchester,NULL,Kentucky,United States
Winchester,NULL,Massachusetts,United States
Windham,NULL,Connecticut,United States
Window Rock,NULL,Arizona,United States
Windsor,NULL,NULL,England
Windsor,NULL,Connecticut,United States
Windsor,NULL,Vermont,United States
Winfield,NULL,Kansas,United States
Winnepeg,NULL,Manitoba,Canada
Winnetka,NULL,Illinois,United States
Winnipeg,NULL,Manitoba,Canada
Winnipeg,NULL,Ontario,Canada
Winona,NULL,Minnesota,United States
Winsted,NULL,Connecticut,NULL
Winsted,NULL,Connecticut,United States
Winston-Salem,NULL,North Carolina,United States
Winter Harbor,NULL,Maine,United States
Winter Park,NULL,Florida,United States
Winterhaven,NULL,Florida,United States
Winthrop,NULL,Massachusetts,United States
Wiscasset,NULL,Maine,United States
Wisconsin Rapids,NULL,Wisconsin,United States
Witchita Falls,NULL,Texas,United States
Wittenburgh,NULL,Saxony-Anhalt,Germany
Wittmund,NULL,NULL,Germany
Woburn,NULL,Massachusetts,United States
Woerden,NULL,NULL,Netherlands
W_hrd,NULL,NULL,Germany
Wolfeboro,NULL,New Hampshire,United States
Wolfsburg,NULL,NULL,Germany
Wolkenburg,NULL,NULL,Germany
Wolkovisk,NULL,NULL,Russia
Wolotschisk,NULL,NULL,Russia
Wolowa,NULL,NULL,Austria
Woodacre,NULL,California,United States
Woodbridge,NULL,NULL,England
Woodbridge,NULL,Connecticut,United States
Woodbury,NULL,Connecticut,NULL
Woodbury,NULL,Connecticut,United States
Woodbury,NULL,New Jersey,United States
Woodbury,NULL,Tennessee,United States
Woodhaven,NULL,New York,United States
Woodland,NULL,California,NULL
Woodland,NULL,California,United States
Woods Hole,NULL,Massachusetts,United States
Woodstock,NULL,NULL,England
Woodstock,NULL,Connecticut,United States
Woodstock,NULL,Illinois,United States
Woodstock,NULL,New Hampshire,United States
Woodstock,NULL,New York,United States
Woodstock,NULL,Vermont,United States
Woodstown,NULL,New Jersey,United States
Woody Creek,NULL,Colorado,United States
Woonsocket,NULL,Rhode Island,United States
Wooster,NULL,Ohio,United States
Worcester,NULL,NULL,England
Worcester,NULL,Massachusetts,United States
Worcester,NULL,Vermont,United States
Wordsley,NULL,NULL,England
Worthington,NULL,Massachusetts,United States
Worthington,NULL,Ohio,United States
Wrexham,NULL,NULL,Wales
Wu Ching,NULL,NULL,China
Wuppertal,NULL,NULL,Germany
Wurzburg,NULL,NULL,Germany
Wusih,NULL,NULL,China
Wyandanch,NULL,New York,United States
Wyncote,NULL,Pennsylvania,United States
Wynnewood,NULL,Oklahoma,United States
Xenia,NULL,Ohio,United States
Yakima,NULL,Washington,NULL
Yakima,NULL,Washington,United States
Yanceyville,NULL,North Carolina,United States
Yankton,NULL,South Dakota,United States
Yardley,NULL,Pennsylvania,United States
Yarmouth,NULL,Maine,United States
Yarmouth,NULL,Massachusetts,United States
Yarmouth Port,NULL,Massachusetts,United States
Yasi,NULL,NULL,Romania
Yeddo,NULL,NULL,Japan
Yellow Springs,NULL,Ohio,United States
Yermo,NULL,California,United States
Yerres,NULL,NULL,France
Yiannina,NULL,NULL,Greece
Yokohama,NULL,NULL,Japan
Yola,NULL,NULL,Nigeria
Yonkers,NULL,New York,United States
Yorba Linda,NULL,California,United States
York,NULL,NULL,England
York,NULL,Pennsylvania,NULL
York,NULL,Pennsylvania,United States
York,NULL,South Carolina,United States
Yorkshire,NULL,NULL,England
Yorktown,NULL,Virginia,United States
Yosemite,NULL,California,United States
Youngstown,NULL,Ohio,United States
Yuba City,NULL,California,United States
Yuma,NULL,Arizona,United States
Yzeures-sur-Creuse,NULL,NULL,France
Zaandam,NULL,NULL,Netherlands
Zagreb,NULL,NULL,Serbia
Zagreb,NULL,Grad Zegreb,Yugoslavia
Zanesville,NULL,Ohio,United States
Zante,NULL,NULL,Greece
Zawill,Ukraine,NULL,Russia
Zell am Harmersbach,NULL,NULL,Germany
Zena,NULL,New York,United States
Zephyrhills,NULL,Florida,United States
Zerkow,NULL,NULL,Germany
Zia Pueblo,NULL,New Mexico,United States
Zitomir,NULL,NULL,Russia
Zloczew,NULL,NULL,Austria-Hungary
Zonnemaire,NULL,NULL,Netherlands
Zuni,NULL,New Mexico,United States
Zurich,NULL,NULL,Switzerland
ZÙrich,NULL,NULL,Switzerland
